,name,cost_text,coordinates,desc,beds,baths,parkings,weekly_rent
https://www.domain.com.au/3-chiara-walk-fraser-rise-vic-3336-16629929,3 Chiara Walk Fraser Rise VIC 3336,$570 pw,"[-37.6959129, 144.7181665]",* Unverified feature,4.0,2.0,2.0,570.0
https://www.domain.com.au/42-greaves-avenue-deanside-vic-3336-16627614,42 Greaves Avenue Deanside VIC 3336,$470 per week,"[-37.726106, 144.7208891]",* Unverified feature,3.0,2.0,2.0,470.0
https://www.domain.com.au/22-joey-cres-deanside-vic-3336-16027423,22 Joey Cres Deanside VIC 3336,$430 weekly,"[-37.7367458, 144.6840856]",* Unverified feature,3.0,2.0,1.0,430.0
https://www.domain.com.au/20-eastgate-street-fraser-rise-vic-3336-16624389,20 Eastgate Street Fraser Rise VIC 3336,$520 pw,"[-37.6904577, 144.7103493]",* Unverified feature,4.0,2.0,2.0,520.0
https://www.domain.com.au/49-wireless-drive-aintree-vic-3336-16623734,49 Wireless Drive Aintree VIC 3336,$420 per week,"[-37.7204477, 144.6682426]",* Unverified feature,3.0,2.0,2.0,420.0
https://www.domain.com.au/121-maradona-boulevard-deanside-vic-3336-16618499,121 Maradona Boulevard Deanside VIC 3336,$450.00 Per Week,"[-37.7244356, 144.7205647]",* Unverified feature,3.0,2.0,1.0,450.0
https://www.domain.com.au/31-sparrowhawk-crescent-deanside-vic-3336-16612720,31 Sparrowhawk Crescent Deanside VIC 3336,$525.00 Per Week,"[-37.7317285, 144.7064655]",* Unverified feature,4.0,2.0,2.0,525.0
https://www.domain.com.au/18-lavant-road-fraser-rise-vic-3336-16610734,18 Lavant Road Fraser Rise VIC 3336,$500,"[-37.6952091, 144.7155056]",* Unverified feature,3.0,2.0,2.0,500.0
https://www.domain.com.au/7-portobello-way-fraser-rise-vic-3336-16602662,7 Portobello Way Fraser Rise VIC 3336,$500 per week,"[-37.6894325, 144.7099295]",* Unverified feature,4.0,2.0,3.0,500.0
https://www.domain.com.au/69-curtin-drive-deanside-vic-3336-16597046,69 Curtin Drive Deanside VIC 3336,$520,"[-37.7261725, 144.703303]",* Unverified feature,4.0,2.0,2.0,520.0
https://www.domain.com.au/12-purple-road-fraser-rise-vic-3336-16597010,12 Purple Road Fraser Rise VIC 3336,$500 per week,"[-37.698622, 144.7155239]",* Unverified feature,4.0,2.0,2.0,500.0
https://www.domain.com.au/3-slinky-street-deanside-vic-3336-16593460,3 Slinky Street Deanside VIC 3336,$520/w,"[-37.727574, 144.7074302]",* Unverified feature,4.0,2.0,2.0,520.0
https://www.domain.com.au/39-galveston-avenue-fraser-rise-vic-3336-16588516,39 Galveston Avenue Fraser Rise VIC 3336,$480 pw,"[-37.7166149, 144.7236346]",* Unverified feature,4.0,2.0,2.0,480.0
https://www.domain.com.au/1-gibbs-street-deanside-vic-3336-16583043,1 Gibbs Street Deanside VIC 3336,$525.00 Per week,"[-37.7254123, 144.7059579]",* Unverified feature,4.0,2.0,1.0,525.0
https://www.domain.com.au/4-verona-crescent-fraser-rise-vic-3336-16578496,4 Verona Crescent Fraser Rise VIC 3336,$450 pw,"[-37.6918009, 144.7152574]",* Unverified feature,3.0,2.0,2.0,450.0
https://www.domain.com.au/13-hector-strret-fraser-rise-vic-3336-16560916,13 Hector strret Fraser Rise VIC 3336,$480,"[-37.7165154, 144.7191227]",* Unverified feature,4.0,2.0,1.0,480.0
https://www.domain.com.au/6-manresh-mews-fraser-rise-vic-3336-16534528,6 Manresh Mews Fraser Rise VIC 3336,$500,"[-37.6914287, 144.7106444]",* Unverified feature,4.0,2.0,2.0,500.0
https://www.domain.com.au/fraser-rise-vic-3336-16170221,Fraser Rise VIC 3336,No Deposit Required or Rent2own,"[-37.72151849999999, 144.6625371]","First Step Homes has a solution for Homeownership, whether it's a Rent2own or simply lending you your deposit Plus costs associated with your purchase, e.g. legal, stamp duty, govt & bank charges.",4.0,2.0,2.0,2.0
https://www.domain.com.au/deanside-vic-3336-14987398,Deanside VIC 3336,Rent2own with No Deposit,"[-37.72151849999999, 144.6625371]","First Step Homes has a solution for Homeownership, whether it's a Rent2own or simply lending you your deposit and going to the bank. We also lend you your costs associated with your purchase, e.g. legal, stamp duty, govt & bank charges.",4.0,2.0,2.0,2.0
https://www.domain.com.au/4-fay-st-melton-vic-3337-16634704,4 Fay St Melton VIC 3337,$370 weekly,"[-37.6880362, 144.5764729]",nbn® Fibre to the Premises (FTTP) is available in this property ,4.0,1.0,2.0,370.0
https://www.domain.com.au/27-ajay-way-kurunjang-vic-3337-14591768,27 Ajay Way Kurunjang VIC 3337,$420,"[-37.6595932, 144.5793634]",nbn® Fibre to the Premises (FTTP) is available in this property ,4.0,2.0,4.0,420.0
https://www.domain.com.au/1-21-lakewood-blvd-melton-vic-3337-16608916,1/21 Lakewood Blvd Melton VIC 3337,$350 weekly,"[-37.6909927, 144.5882668]","Within a minute's walk from the Melton Botanical Gardens, this unit is perfect for those looking for easy maintenance living. Featuring 3 bedrooms, all with built in robes, a central bathroom, laundry, and wash closet and a spacious open plan kitchen, meals and family area, including dishwasher, gas cook top and electric oven. Other features include ducted heating, split system cooling, a sunny",3.0,1.0,1.0,350.0
https://www.domain.com.au/265-bulmans-road-harkness-vic-3337-16111090,265 Bulmans Road Harkness VIC 3337,$470,"[-37.6648691, 144.5530097]",* Unverified feature,4.0,2.0,2.0,470.0
https://www.domain.com.au/6-harrow-court-kurunjang-vic-3337-14843559,6 Harrow Court Kurunjang VIC 3337,$420 per week / $1820 per month,"[-37.6641781, 144.5961948]",* Unverified feature,4.0,2.0,2.0,420.0
https://www.domain.com.au/149-centenary-avenue-melton-vic-3337-16634570,149 Centenary Avenue Melton VIC 3337,$380 per week / $1651 per month,"[-37.6745923, 144.581419]",* Unverified feature,3.0,1.0,2.0,380.0
https://www.domain.com.au/10-colonial-way-melton-west-vic-3337-16633054,10 Colonial Way Melton West VIC 3337,$390 pw,"[-37.6539942, 144.5713558]",* Unverified feature,3.0,2.0,1.0,390.0
https://www.domain.com.au/2-emil-court-court-melton-vic-3337-16630180,2 Emil Court Court Melton VIC 3337,$400 pw,"[-37.6805764, 144.5788923]",* Unverified feature,3.0,1.0,0.0,400.0
https://www.domain.com.au/9-13-15-fishburn-grove-harkness-vic-3337-16625588,9/13-15 Fishburn Grove Harkness VIC 3337,$350.00 Per Week,"[-37.6689033, 144.5538097]",* Unverified feature,2.0,1.0,1.0,350.0
https://www.domain.com.au/1-28-scarborough-cres-melton-west-vic-3337-16621050,1/28 Scarborough Cres Melton West VIC 3337,$400 weekly,"[-37.6686925, 144.5616435]",* Unverified feature,3.0,2.0,1.0,400.0
https://www.domain.com.au/81-james-cook-drive-melton-west-vic-3337-16617286,81 James Cook Drive Melton West VIC 3337,$410,"[-37.6771849, 144.560566]",* Unverified feature,3.0,2.0,2.0,410.0
https://www.domain.com.au/2-5-rimfire-court-harkness-vic-3337-16616405,2/5 Rimfire Court Harkness VIC 3337,$400,"[-37.6702122, 144.5625997]","This brand new well appointment home, offers 3 sizable bedrooms, master with full ensuite and walk in robe, built in robes to remaining. Central modern bathroom with separate toilet. Kitchen with ample bench and storage space, walk in pantry and dishwasher. Other features includes spacious rear yard with alfresco, single lock up garage with internal access, split system cooling and ducted heating",3.0,2.0,1.0,400.0
https://www.domain.com.au/51-wanneroo-circuit-harkness-vic-3337-16615253,51 Wanneroo Circuit Harkness VIC 3337,$430 pw,"[-37.6657796, 144.5616364]",* Unverified feature,4.0,2.0,2.0,430.0
https://www.domain.com.au/11-falcon-drive-melton-vic-3337-15139978,11 Falcon Drive Melton VIC 3337,$350 per week / $1517 per month,"[-37.6746572, 144.5750383]",* Unverified feature,3.0,1.0,1.0,350.0
https://www.domain.com.au/2-grallina-lane-kurunjang-vic-3337-14852144,2 Grallina Lane Kurunjang VIC 3337,$390.00 per week,"[-37.6594539, 144.5812905]",nbn® Fibre to the Premises (FTTP) is available in this property ,3.0,1.0,2.0,390.0
https://www.domain.com.au/15-wattlebird-drive-kurunjang-vic-3337-15892171,15 Wattlebird Drive Kurunjang VIC 3337,$430.00 per week,"[-37.6537704, 144.5817933]",* Unverified feature,4.0,2.0,2.0,430.0
https://www.domain.com.au/2-pascoe-court-melton-west-vic-3337-16611828,2 Pascoe Court Melton West VIC 3337,$410,"[-37.68348719999999, 144.5484934]",* Unverified feature,3.0,2.0,2.0,410.0
https://www.domain.com.au/32-fairhaven-boulevard-melton-west-vic-3337-16059793,32 Fairhaven Boulevard Melton West VIC 3337,$400,"[-37.6877129, 144.5536733]",* Unverified feature,3.0,2.0,2.0,400.0
https://www.domain.com.au/21-thornhill-street-melton-west-vic-3337-15228320,21 Thornhill Street Melton West VIC 3337,$430,"[-37.673558, 144.5452187]",* Unverified feature,3.0,2.0,2.0,430.0
https://www.domain.com.au/5-fairhaven-blvd-melton-west-vic-3337-13885207,5 Fairhaven Blvd Melton West VIC 3337,$360,"[-37.6858958, 144.5549576]","This stunning and well maintained home located in the Woodgrove walk estate, offers 3 spacious bedrooms master with full ensuite and walk in robe with built in robes to remaining rooms. Centrally located modern bathroom, large spacious living area that can also accommodate a study area, leading to the rear of the property offering spacious kitchen/meals area with stainless appliances including",3.0,2.0,2.0,360.0
https://www.domain.com.au/1-3a-kinloch-road-melton-vic-3337-16606527,1/3A Kinloch Road Melton VIC 3337,$330,"[-37.6890413, 144.56925]",* Unverified feature,2.0,1.0,1.0,330.0
https://www.domain.com.au/20-wallangara-boulevard-harkness-vic-3337-16604870,20 Wallangara Boulevard Harkness VIC 3337,$395,"[-37.6523629, 144.5692774]",* Unverified feature,4.0,2.0,2.0,395.0
https://www.domain.com.au/15-brixton-place-melton-vic-3337-16604786,15 Brixton Place Melton VIC 3337,$365 pw,"[-37.67527800000001, 144.5815046]",* Unverified feature,3.0,1.0,2.0,365.0
https://www.domain.com.au/3-bateman-drive-harkness-vic-3337-15688932,3 Bateman Drive Harkness VIC 3337,$400 per week / $1738 per month,"[-37.6675921, 144.5598596]",* Unverified feature,3.0,2.0,2.0,400.0
https://www.domain.com.au/26-raleighs-road-melton-vic-3337-16587035,26 Raleighs Road Melton VIC 3337,$350 pw,"[-37.6762542, 144.5886352]",nbn® Fibre to the Premises (FTTP) is available in this property ,3.0,2.0,2.0,350.0
https://www.domain.com.au/5-long-tree-drive-melton-west-vic-3337-16587023,5 Long Tree Drive Melton West VIC 3337,$500 pw,"[-37.6689116, 144.5463317]",* Unverified feature,4.0,2.0,3.0,500.0
https://www.domain.com.au/136-claret-ash-boulevard-harkness-vic-3337-16584945,136 Claret Ash Boulevard Harkness VIC 3337,$440 per week/$1907 per month,"[-37.66500509999999, 144.5362086]",* Unverified feature,4.0,2.0,2.0,440.0
https://www.domain.com.au/9-linlithgow-way-melton-west-vic-3337-16584244,9 Linlithgow Way Melton West VIC 3337,$370 pw,"[-37.6741712, 144.5597525]",nbn® Fibre to the Premises (FTTP) is available in this property ,3.0,1.0,1.0,370.0
https://www.domain.com.au/8-meadow-glen-drive-melton-west-vic-3337-16578403,8 Meadow Glen Drive Melton West VIC 3337,$480,"[-37.6786622, 144.5466527]",* Unverified feature,4.0,2.0,2.0,480.0
https://www.domain.com.au/24-bluewren-street-kurunjang-vic-3337-16575565,24 Bluewren Street Kurunjang VIC 3337,$450 pw,"[-37.655241, 144.5819757]",nbn® Fibre to the Premises (FTTP) is available in this property ,4.0,2.0,2.0,450.0
https://www.domain.com.au/17-light-fingers-street-kurunjang-vic-3337-16562997,17 Light Fingers Street Kurunjang VIC 3337,$380 pw,"[-37.6547807, 144.591719]",* Unverified feature,3.0,2.0,2.0,380.0
https://www.domain.com.au/12-ajay-way-kurunjang-vic-3337-16560518,12 Ajay Way Kurunjang VIC 3337,$400,"[-37.6587019, 144.5788923]",* Unverified feature,4.0,2.0,1.0,400.0
https://www.domain.com.au/9-connata-place-harkness-vic-3337-15193133,9 Connata Place Harkness VIC 3337,$380,"[-37.6584865, 144.5672452]",nbn® Fibre to the Node (FTTN) is available in this property ,3.0,1.0,2.0,380.0
https://www.domain.com.au/10-barries-road-melton-vic-3337-16504997,10 Barries Road Melton VIC 3337,$340 Per Week,"[-37.6890653, 144.5818472]",* Unverified feature,2.0,1.0,0.0,340.0
https://www.domain.com.au/8-lilac-court-harkness-vic-3337-16477753,8 Lilac Court Harkness VIC 3337,$430 per week / $1863 per month,"[-37.6650823, 144.5525174]",* Unverified feature,4.0,2.0,2.0,430.0
https://www.domain.com.au/23-mowbray-crescent-kurunjang-vic-3337-16339039,23 Mowbray Crescent Kurunjang VIC 3337,$340 per week / $1473 per month,"[-37.67042259999999, 144.5880571]",* Unverified feature,3.0,1.0,2.0,340.0
https://www.domain.com.au/1b-chesney-road-melton-vic-3337-16273004,1B Chesney Road Melton VIC 3337,$390pw/$1695pcm,"[-37.6824362, 144.5730686]",* Unverified feature,4.0,2.0,2.0,390.0
https://www.domain.com.au/4-findon-way-melton-west-vic-3337-13633556,4 Findon Way Melton West VIC 3337,$380,"[-37.674698, 144.564771]",* Unverified feature,3.0,2.0,4.0,380.0
https://www.domain.com.au/198-coburns-road-melton-vic-3337-15887693,198 Coburns Road Melton VIC 3337,$390,"[-37.6801994, 144.5694289]",* Unverified feature,3.0,2.0,1.0,390.0
https://www.domain.com.au/11-lakewood-blvd-melton-vic-3337-16629295,11 Lakewood Blvd Melton VIC 3337,$420,"[-37.6895776, 144.5885282]",* Unverified feature,3.0,2.0,2.0,420.0
https://www.domain.com.au/39-kirkton-drive-kurunjang-vic-3337-16628859,39 Kirkton Drive Kurunjang VIC 3337,$480 pw,"[-37.6659347, 144.5936677]",* Unverified feature,4.0,2.0,2.0,480.0
https://www.domain.com.au/92-lakewood-boulevard-melton-vic-3337-16627221,92 Lakewood Boulevard Melton VIC 3337,$600 pw,"[-37.6885787, 144.5884853]",* Unverified feature,4.0,2.0,2.0,600.0
https://www.domain.com.au/106-long-forest-av-harkness-vic-3337-16051412,106 Long Forest Av Harkness VIC 3337,$470-$480,"[-37.6634545, 144.5376853]",* Unverified feature,4.0,2.0,4.0,470.0
https://www.domain.com.au/17-tawrrific-street-kurunjang-vic-3337-16620460,17 Tawrrific Street Kurunjang VIC 3337,$410,"[-37.6579548, 144.5899201]",nbn® Fibre to the Premises (FTTP) is available in this property ,4.0,2.0,2.0,410.0
https://www.domain.com.au/12-fernberg-place-melton-west-vic-3337-16619839,12 Fernberg Place Melton West VIC 3337,$500,"[-37.67530050000001, 144.5615507]",nbn® Fibre to the Premises (FTTP) is available in this property ,4.0,2.0,3.0,500.0
https://www.domain.com.au/29-penguin-street-melton-vic-3337-16615349,29 Penguin Street Melton VIC 3337,$430 Per Week,"[-37.6760107, 144.5722978]",* Unverified feature,5.0,2.0,2.0,430.0
https://www.domain.com.au/697-high-street-melton-west-vic-3337-16609970,697 High Street Melton West VIC 3337,$400 pw,"[-37.6857438, 144.5531273]",* Unverified feature,3.0,2.0,2.0,400.0
https://www.domain.com.au/55-riverbank-boulevard-melton-west-vic-3337-15234492,55 Riverbank Boulevard Melton West VIC 3337,$440 Per Week,"[-37.6639652, 144.5501201]","Today is the day you can enjoy all that a well designed low maintenance home has to offer. Explore the 4 bedrooms all with built in robes, master with walk in robe and full ensuite, well equipped kitchen with stainless steel appliances, the option of using the theatre room or the family room allows choice for the family. Having a double garage, ducted heating and cooling make this a great home to",4.0,2.0,2.0,440.0
https://www.domain.com.au/21-ravida-avenue-harkness-vic-3337-16351215,21 Ravida Avenue Harkness VIC 3337,$430,"[-37.6670208, 144.537193]",* Unverified feature,4.0,2.0,2.0,430.0
https://www.domain.com.au/2-balfour-place-melton-west-vic-3337-16338095,2 Balfour Place Melton West VIC 3337,$330 pw,"[-37.6735426, 144.5525816]",* Unverified feature,3.0,1.0,2.0,330.0
https://www.domain.com.au/30-hawthorn-avenue-harkness-vic-3337-15286608,30 Hawthorn Avenue Harkness VIC 3337,$385,"[-37.6639489, 144.5458394]",* Unverified feature,4.0,2.0,2.0,385.0
https://www.domain.com.au/melton-vic-3337-15128448,Melton VIC 3337,Rent2own with No Deposit,"[-37.6845739, 144.5881606]","First Step Homes has a solution for Homeownership, whether it's a Rent2own or simply lending you your deposit and going to the bank. We also lend you your costs associated with your purchase, e.g. legal, stamp duty, govt & bank charges.",4.0,2.0,2.0,2.0
https://www.domain.com.au/10-paddy-way-weir-views-vic-3338-16196462,10 Paddy Way Weir Views VIC 3338,$430 per week ($1869 pcm),"[-37.724385, 144.5649973]",Kavinda Kudage Don,4.0,2.0,2.0,430.0
https://www.domain.com.au/9-cinnabar-way-melton-south-vic-3338-16606678,9 Cinnabar Way Melton South VIC 3338,$390 per week,"[-37.7112337, 144.5911819]",This pristine family home is located in the Atherstone Estate.,3.0,2.0,1.0,390.0
https://www.domain.com.au/34-steadfield-cct-melton-south-vic-3338-16631758,34 Steadfield Cct Melton South VIC 3338,$390 weekly,"[-37.7150282, 144.5751967]",nbn® Fibre to the Premises (FTTP) is available in this property ,3.0,2.0,2.0,390.0
https://www.domain.com.au/12-westbourne-street-strathtulloh-vic-3338-16628447,12 Westbourne Street Strathtulloh VIC 3338,500,"[-37.7337673, 144.6048046]",nbn® Fibre to the Premises (FTTP) is available in this property ,4.0,2.0,2.0,500.0
https://www.domain.com.au/44-carissa-road-brookfield-vic-3338-16627500,44 Carissa Road Brookfield VIC 3338,$517.00,"[-37.6882841, 144.5424792]","Dream Homes Real Estate proudly presents this 5 Bedroom Family home. Carpeted bedrooms and tiled throughout the rest of the house, this home will surely impress. Master Bedroom with an ensuite and a large walk-in wardrobe, 4 generously sized bedrooms with built in robes. Open plan living area and kitchen with stainless steel appliances. Alfresco and a low maintenance backyard.",5.0,2.0,2.0,517.0
https://www.domain.com.au/35-springbrook-parkway-cobblebank-vic-3338-15728967,35 Springbrook Parkway Cobblebank VIC 3338,$450,"[-37.711873, 144.5821694]","*DID YOU KNOW YOU CAN BOOK AN INSPECTION ONLINE NOW?*Simply click EMAIL AGENT' and we'll respond instantly with available appointment timesYou must register to confirm your chosen inspection time, and so that we can advise you of any changes.Don't miss out on calling this property home, book your inspection now!!!",4.0,2.0,2.0,450.0
https://www.domain.com.au/1-159-botanica-springs-boulevard-brookfield-vic-3338-16604043,1/159 Botanica Springs Boulevard Brookfield VIC 3338,$390,"[-37.6937171, 144.5433591]","IMPORTANT: PLEASE REGISTERYou will then be sent a reminder of the inspection time. Or if no times yet scheduled, you will be notified of inspection times or any changes or cancellations to existing open for inspection times that you are registered for. This is important as open for inspections are often cancelled for numerous reasons!",3.0,2.0,1.0,390.0
https://www.domain.com.au/14-fiona-rd-melton-south-vic-3338-16637815,14 Fiona Rd Melton South VIC 3338,$400,"[-37.710894, 144.5874575]",* Unverified feature,4.0,2.0,2.0,400.0
https://www.domain.com.au/4-crowlands-circuit-eynesbury-vic-3338-16637401,4 Crowlands Circuit Eynesbury VIC 3338,$460 per week,"[-37.7921929, 144.5441131]",* Unverified feature,4.0,2.0,2.0,460.0
https://www.domain.com.au/44-pintail-drive-melton-south-vic-3338-16636983,44 Pintail Drive Melton South VIC 3338,$460,"[-37.7177336, 144.5788756]",* Unverified feature,4.0,2.0,2.0,460.0
https://www.domain.com.au/14-lancefield-circuit-eynesbury-vic-3338-16636820,14 Lancefield Circuit Eynesbury VIC 3338,$530 pw,"[-37.7971594, 144.5591746]",* Unverified feature,4.0,2.0,2.0,530.0
https://www.domain.com.au/51-gillespie-drive-weir-views-vic-3338-16636654,51 Gillespie Drive Weir Views VIC 3338,$450,"[-37.7185998, 144.5533308]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/40-steadfield-circuit-melton-south-vic-3338-16635574,40 Steadfield Circuit Melton South VIC 3338,$400 per week/ $1738 per calendar month,"[-37.7147204, 144.5749555]",* Unverified feature,3.0,2.0,2.0,400.0
https://www.domain.com.au/15-steadfield-circuit-melton-south-vic-3338-16635570,15 Steadfield Circuit Melton South VIC 3338,$390 Per week/$1695 PCM,"[-37.7154232, 144.5747283]",* Unverified feature,3.0,2.0,2.0,390.0
https://www.domain.com.au/10-midgard-road-weir-views-vic-3338-16635567,10 Midgard Road Weir Views VIC 3338,$470 pw,"[-37.7239725, 144.5701997]",* Unverified feature,4.0,2.0,2.0,470.0
https://www.domain.com.au/6-39-wickham-street-melton-south-vic-3338-16634903,6/39 Wickham Street Melton South VIC 3338,$310 pw,"[-37.705504, 144.57029]",* Unverified feature,2.0,1.0,1.0,310.0
https://www.domain.com.au/20-eaglevale-rd-weir-views-vic-3338-16634467,20 Eaglevale Rd Weir Views VIC 3338,$450 per week,"[-37.724414, 144.5694717]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/38-gosse-crescent-brookfield-vic-3338-16634208,38 Gosse Crescent Brookfield VIC 3338,$420,"[-37.7126239, 144.5511047]",* Unverified feature,4.0,2.0,2.0,420.0
https://www.domain.com.au/15-natalie-street-brookfield-vic-3338-16632561,15 Natalie Street Brookfield VIC 3338,$440.00 pw,"[-37.706658, 144.5496492]",* Unverified feature,3.0,2.0,2.0,440.0
https://www.domain.com.au/45-black-dog-drive-brookfield-vic-3338-13629389,45 Black Dog Drive Brookfield VIC 3338,$360,"[-37.6934358, 144.5597097]",nbn® Fibre to the Premises (FTTP) is available in this property ,3.0,1.0,2.0,360.0
https://www.domain.com.au/73-elpis-road-weir-views-vic-3338-16631831,73 Elpis Road Weir Views VIC 3338,$450 Per Week,"[-37.72285979999999, 144.567074]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/78-wimbledon-boulevard-strathtulloh-vic-3338-16631444,78 Wimbledon Boulevard Strathtulloh VIC 3338,$450 per week,"[-37.7176556, 144.5910123]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/48-kingdom-boulevard-weir-views-vic-3338-16629213,48 Kingdom Boulevard Weir Views VIC 3338,$360 pw,"[-37.7237961, 144.5752953]",* Unverified feature,3.0,2.0,1.0,360.0
https://www.domain.com.au/6-monash-street-melton-south-vic-3338-16629122,6 Monash Street Melton South VIC 3338,$340 pw,"[-37.71445, 144.5777789]",* Unverified feature,3.0,1.0,0.0,340.0
https://www.domain.com.au/39-rochester-crescent-eynesbury-vic-3338-16271147,39 Rochester Crescent Eynesbury VIC 3338,$450 per week,"[-37.7840325, 144.5512148]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/14-crowlands-circuit-eynesbury-vic-3338-16628964,14 Crowlands Circuit Eynesbury VIC 3338,$460 per week,"[-37.7915521, 144.5442016]",* Unverified feature,4.0,2.0,2.0,460.0
https://www.domain.com.au/535-green-hill-road-eynesbury-vic-3338-16628790,535 Green Hill Road Eynesbury VIC 3338,$450 per week,"[-37.7913401, 144.5419652]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/lot-4155-castlecrag-way-strathtulloh-vic-3338-16627857,Lot 4155 Castlecrag Way Strathtulloh VIC 3338,$495,"[-37.7408137, 144.5955239]",* Unverified feature,4.0,3.0,2.0,495.0
https://www.domain.com.au/4-murrayfield-place-strathtulloh-vic-3338-15372138,4 Murrayfield Place Strathtulloh VIC 3338,$455,"[-37.7212777, 144.5915974]",* Unverified feature,4.0,2.0,2.0,455.0
https://www.domain.com.au/5-heron-way-weir-views-vic-3338-16627620,5 Heron Way Weir Views VIC 3338,$430,"[-37.7177185, 144.5794757]",* Unverified feature,4.0,2.0,1.0,430.0
https://www.domain.com.au/264-clarkes-road-brookfield-vic-3338-10341690,264 Clarkes Road Brookfield VIC 3338,$390.00 per week,"[-37.705557, 144.545925]",nbn® Fibre to the Node (FTTN) is available in this property ,4.0,2.0,2.0,390.0
https://www.domain.com.au/1-38-equine-circuit-melton-south-vic-3338-16625471,1/38 Equine Circuit Melton South VIC 3338,$390,"[-37.7193331, 144.5735049]",* Unverified feature,3.0,2.0,1.0,390.0
https://www.domain.com.au/20-basildon-crescent-strathtulloh-vic-3338-16625057,20 Basildon Crescent Strathtulloh VIC 3338,$450 per week / $1950 per month,"[-37.7219801, 144.5880142]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/6-shackell-street-weir-views-vic-3338-16625022,6 Shackell Street Weir Views VIC 3338,$440 per week / $1907 per month,"[-37.7187596, 144.5597712]",* Unverified feature,4.0,2.0,2.0,440.0
https://www.domain.com.au/17-hume-avenue-melton-south-vic-3338-16624948,17 Hume Avenue Melton South VIC 3338,$365 pw,"[-37.71263, 144.56519]",* Unverified feature,4.0,2.0,1.0,365.0
https://www.domain.com.au/3-moneta-way-weir-views-vic-3338-16623539,3 Moneta Way Weir Views VIC 3338,$450 pw,"[-37.7226978, 144.5652904]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/19-ambervue-drive-cobblebank-vic-3338-16622992,19 Ambervue Drive Cobblebank VIC 3338,$430 Per Week,"[-37.7141933, 144.5913209]",* Unverified feature,4.0,2.0,1.0,430.0
https://www.domain.com.au/5-blake-place-brookfield-vic-3338-16621885,5 Blake Place Brookfield VIC 3338,$410 pw,"[-37.7151197, 144.5486218]",* Unverified feature,4.0,2.0,2.0,410.0
https://www.domain.com.au/37-ambervue-road-cobblebank-vic-3338-16621485,37 Ambervue Road Cobblebank VIC 3338,$520 per week / $2259 per month,"[-37.7130659, 144.5914406]",* Unverified feature,4.0,2.0,1.0,520.0
https://www.domain.com.au/59-crowlands-circuit-eynesbury-vic-3338-16621177,59 Crowlands Circuit Eynesbury VIC 3338,$460 per week,"[-37.7932761, 144.5428007]",* Unverified feature,4.0,2.0,2.0,460.0
https://www.domain.com.au/26-crowlands-circuit-eynesbury-vic-3338-16620836,26 Crowlands Circuit Eynesbury VIC 3338,$450 per week,"[-37.791223, 144.5431815]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/6-kingia-street-cobblebank-vic-3338-16620505,6 Kingia Street Cobblebank VIC 3338,$475 per week / $2058 per month,"[-37.7212781, 144.6091741]",* Unverified feature,4.0,2.0,2.0,475.0
https://www.domain.com.au/26-second-avenue-melton-south-vic-3338-16620463,26 Second Avenue Melton South VIC 3338,$380 per week / $1647 per month,"[-37.6988249, 144.5728759]",* Unverified feature,3.0,1.0,2.0,380.0
https://www.domain.com.au/399-greenhill-road-eynesbury-vic-3338-16620449,399 Greenhill road Eynesbury VIC 3338,$550,"[-37.7798685, 144.5447712]",* Unverified feature,4.0,2.0,2.0,550.0
https://www.domain.com.au/128-james-melrose-drive-brookfield-vic-3338-16620379,128 James Melrose Drive Brookfield VIC 3338,$390 per week / $1690 per month,"[-37.7122371, 144.5527315]",* Unverified feature,4.0,2.0,2.0,390.0
https://www.domain.com.au/40-lawler-road-eynesbury-vic-3338-16616966,40 Lawler Road Eynesbury VIC 3338,$450 per week,"[-37.7903077, 144.542415]",* Unverified feature,4.0,2.0,2.0,450.0
https://www.domain.com.au/38-ambervue-drive-cobblebank-vic-3338-16616770,38 Ambervue Drive Cobblebank VIC 3338,$480,"[-37.7127876, 144.5920616]",* Unverified feature,4.0,2.0,2.0,480.0
https://www.domain.com.au/1-nuggetty-lane-eynesbury-vic-3338-16613143,1 Nuggetty Lane Eynesbury VIC 3338,$420,"[-37.7936531, 144.5434906]",* Unverified feature,4.0,2.0,2.0,420.0
https://www.domain.com.au/77-kingdom-boulevard-weir-views-vic-3338-16608406,77 Kingdom Boulevard Weir Views VIC 3338,$490,"[-37.7238993, 144.5794133]",* Unverified feature,5.0,3.0,3.0,490.0
https://www.domain.com.au/87-manooka-road-brookfield-vic-3338-16605654,87 Manooka Road Brookfield VIC 3338,$480 pw,"[-37.6945618, 144.5388623]",* Unverified feature,4.0,2.0,2.0,480.0
